5.23521e-01 1.76137e-01 1.83505e-01 1.83099e-01
2.00569e-01 1.91726e-01 1.98857e-01 1.87264e-01
2.10161e-01 1.96908e-01 2.02046e-01 2.02259e-01
1.98669e-01 1.84766e-01 1.92029e-01 1.89165e-01
2.30024e-01 1.85983e-01 1.94917e-01 1.96580e-01
1.96303e-01 1.77310e-01 1.83391e-01 1.81451e-01
2.01376e-01 1.84987e-01 1.93442e-01 1.94762e-01
1.98297e-01 1.80893e-01 1.83853e-01 1.89909e-01
2.09569e-01 1.90105e-01 1.95240e-01 1.94976e-01
1.91109e-01 1.76667e-01 1.85299e-01 1.87941e-01
2.05644e-01 1.91691e-01 1.98193e-01 2.00511e-01
1.92703e-01 1.79371e-01 1.82686e-01 1.81634e-01
1.93933e-01 1.85864e-01 1.87425e-01 1.87448e-01
1.88839e-01 1.90553e-01 1.93256e-01 1.96357e-01
1.94223e-01 1.87737e-01 1.87234e-01 1.90406e-01
1.91335e-01 1.96812e-01 1.95001e-01 1.92598e-01
1.95202e-01 1.88383e-01 1.94762e-01 1.93609e-01
1.94574e-01 1.88788e-01 1.98186e-01 1.92841e-01
1.95906e-01 1.92551e-01 1.91231e-01 1.89576e-01
2.01232e-01 1.96810e-01 1.92402e-01 1.93690e-01
2.03078e-01 1.92986e-01 1.95297e-01 1.92534e-01
1.98875e-01 1.90206e-01 1.95000e-01 1.94610e-01
2.01264e-01 1.96602e-01 1.94497e-01 1.97720e-01
2.08243e-01 1.98545e-01 1.94257e-01 1.91946e-01
1.99499e-01 1.91143e-01 1.96385e-01 1.97296e-01
1.98761e-01 1.96590e-01 1.97811e-01 1.97381e-01
1.96074e-01 2.00544e-01 1.99941e-01 1.98461e-01
1.96352e-01 1.95838e-01 2.05448e-01 1.99449e-01
1.96302e-01 1.98493e-01 2.02863e-01 1.97123e-01
1.94687e-01 1.96140e-01 2.01199e-01 1.98131e-01
1.98938e-01 1.97262e-01 2.01182e-01 1.97012e-01
2.01657e-01 1.97308e-01 1.98501e-01 1.94027e-01
2.02168e-01 1.93740e-01 1.97569e-01 1.96816e-01
2.04091e-01 1.95981e-01 2.00055e-01 1.95518e-01
2.04047e-01 1.98569e-01 1.98758e-01 2.00038e-01
2.00416e-01 1.97390e-01 1.96184e-01 1.97110e-01
2.00475e-01 1.94885e-01 1.96191e-01 1.99193e-01
2.00060e-01 1.93258e-01 1.96281e-01 1.93543e-01
2.01653e-01 1.85340e-01 1.90705e-01 1.87732e-01
2.02959e-01 1.88126e-01 1.92078e-01 1.89128e-01
2.04690e-01 1.88450e-01 1.90776e-01 1.88664e-01
2.00206e-01 1.85976e-01 1.89601e-01 1.86154e-01
2.05243e-01 1.88495e-01 1.89477e-01 1.87744e-01
2.06424e-01 1.86960e-01 1.90216e-01 1.88453e-01
2.04774e-01 1.87602e-01 1.87583e-01 1.88081e-01
2.08851e-01 1.89216e-01 1.89725e-01 1.87125e-01
2.03841e-01 1.88138e-01 1.89420e-01 1.85751e-01
2.00275e-01 1.87968e-01 1.89662e-01 1.86486e-01
1.96969e-01 1.87882e-01 1.88242e-01 1.86090e-01
2.06512e-01 1.88681e-01 1.90231e-01 1.85392e-01
2.03911e-01 1.88439e-01 1.89733e-01 1.86416e-01
2.05914e-01 1.89506e-01 1.87934e-01 1.85929e-01
2.00280e-01 1.91003e-01 1.91293e-01 1.90038e-01
1.97998e-01 1.90865e-01 1.90357e-01 1.89591e-01
2.02146e-01 1.92135e-01 1.92601e-01 1.91006e-01
1.98229e-01 1.91174e-01 1.94130e-01 1.91316e-01
1.95730e-01 1.91314e-01 1.93339e-01 1.91959e-01
1.96461e-01 1.91491e-01 1.93771e-01 1.93308e-01
1.96811e-01 1.91814e-01 1.93367e-01 1.93468e-01
1.96443e-01 1.92354e-01 1.93338e-01 1.94560e-01
1.96342e-01 1.93768e-01 1.94480e-01 1.93949e-01
1.96837e-01 1.92929e-01 1.95686e-01 1.94433e-01
1.96775e-01 1.93260e-01 1.97566e-01 1.95583e-01
1.96541e-01 1.93096e-01 1.96688e-01 1.94957e-01
1.99369e-01 1.93383e-01 1.97335e-01 1.97163e-01
1.98395e-01 1.94375e-01 1.97978e-01 1.98283e-01
2.00449e-01 1.94136e-01 1.99429e-01 2.00297e-01
2.04332e-01 1.94730e-01 2.07268e-01 2.00050e-01
2.03739e-01 1.91455e-01 1.99165e-01 1.96559e-01
2.04809e-01 1.95987e-01 1.97708e-01 1.95343e-01
