2.21028e-01 1.30320e-01 1.30291e-01 1.30855e-01
1.36993e-01 1.36406e-01 1.31645e-01 1.32280e-01
1.34787e-01 1.35190e-01 1.32114e-01 1.32912e-01
1.35412e-01 1.33165e-01 1.33797e-01 1.35462e-01
1.33232e-01 1.34725e-01 1.35382e-01 1.33728e-01
1.33273e-01 1.31114e-01 1.31009e-01 1.31063e-01
1.31085e-01 1.31817e-01 1.31775e-01 1.30370e-01
1.31215e-01 1.30027e-01 1.29673e-01 1.30107e-01
1.32589e-01 1.31410e-01 1.31107e-01 1.31839e-01
1.31508e-01 1.31191e-01 1.31430e-01 1.31544e-01
1.33456e-01 1.33560e-01 1.33337e-01 1.33161e-01
1.34626e-01 1.34624e-01 1.34206e-01 1.33315e-01
1.34568e-01 1.36006e-01 1.33182e-01 1.31501e-01
1.33096e-01 1.32399e-01 1.30271e-01 1.29776e-01
1.31401e-01 1.30528e-01 1.30594e-01 1.30796e-01
1.31944e-01 1.30812e-01 1.29540e-01 1.30395e-01
1.32189e-01 1.31494e-01 1.30152e-01 1.30837e-01
1.31977e-01 1.30807e-01 1.30533e-01 1.30985e-01
1.30342e-01 1.29949e-01 1.30527e-01 1.30290e-01
1.30131e-01 1.30869e-01 1.30474e-01 1.30054e-01
1.31402e-01 1.30713e-01 1.30818e-01 1.30995e-01
1.30977e-01 1.30957e-01 1.30863e-01 1.30563e-01
1.30395e-01 1.31162e-01 1.30449e-01 1.30024e-01
1.30959e-01 1.31212e-01 1.30737e-01 1.30657e-01
1.30971e-01 1.31979e-01 1.30185e-01 1.30928e-01
1.30761e-01 1.30500e-01 1.31214e-01 1.30311e-01
1.30788e-01 1.30785e-01 1.30443e-01 1.30786e-01
1.30691e-01 1.30349e-01 1.30749e-01 1.30707e-01
1.30886e-01 1.30835e-01 1.31737e-01 1.31037e-01
1.31525e-01 1.31469e-01 1.30717e-01 1.30280e-01
1.31040e-01 1.30812e-01 1.31082e-01 1.30807e-01
1.31082e-01 1.30931e-01 1.30618e-01 1.31176e-01
1.30918e-01 1.31371e-01 1.31164e-01 1.30190e-01
1.31086e-01 1.30623e-01 1.30629e-01 1.30905e-01
1.31129e-01 1.31807e-01 1.30548e-01 1.31258e-01
1.31325e-01 1.30497e-01 1.30412e-01 1.30611e-01
1.31559e-01 1.31233e-01 1.31212e-01 1.30877e-01
1.30729e-01 1.31284e-01 1.30619e-01 1.30688e-01
1.31407e-01 1.31974e-01 1.31477e-01 1.31263e-01
1.31040e-01 1.31472e-01 1.31023e-01 1.31096e-01
1.31585e-01 1.30286e-01 1.30965e-01 1.30750e-01
1.32030e-01 1.31653e-01 1.31235e-01 1.30775e-01
1.30862e-01 1.30871e-01 1.30761e-01 1.30990e-01
1.32277e-01 1.30937e-01 1.31297e-01 1.30840e-01
1.30837e-01 1.31686e-01 1.31185e-01 1.30368e-01
1.30885e-01 1.30968e-01 1.31381e-01 1.29878e-01
1.31552e-01 1.30899e-01 1.31297e-01 1.30483e-01
1.31389e-01 1.31480e-01 1.30305e-01 1.30991e-01
1.31812e-01 1.30897e-01 1.30903e-01 1.31432e-01
1.31767e-01 1.30726e-01 1.30993e-01 1.30732e-01
1.30553e-01 1.31000e-01 1.31396e-01 1.30688e-01
1.31200e-01 1.31123e-01 1.31180e-01 1.31040e-01
1.30903e-01 1.32474e-01 1.31726e-01 1.30627e-01
1.31745e-01 1.30850e-01 1.30851e-01 1.31692e-01
1.31655e-01 1.31106e-01 1.31304e-01 1.31380e-01
1.31422e-01 1.31497e-01 1.30957e-01 1.31070e-01
1.30420e-01 1.31186e-01 1.31054e-01 1.31276e-01
1.30476e-01 1.31176e-01 1.30915e-01 1.31235e-01
1.30971e-01 1.31121e-01 1.31378e-01 1.31362e-01
1.30930e-01 1.31309e-01 1.30792e-01 1.30920e-01
1.32179e-01 1.31058e-01 1.31437e-01 1.31114e-01
1.31378e-01 1.31306e-01 1.32330e-01 1.31411e-01
1.31206e-01 1.30976e-01 1.31556e-01 1.31591e-01
1.31928e-01 1.30958e-01 1.30968e-01 1.31168e-01
1.31288e-01 1.31609e-01 1.31385e-01 1.30744e-01
1.32123e-01 1.31799e-01 1.31207e-01 1.30315e-01
1.30657e-01 1.31558e-01 1.31263e-01 1.31640e-01
1.30751e-01 1.31032e-01 1.31721e-01 1.31438e-01
1.30943e-01 1.31968e-01 1.31152e-01 1.30867e-01
1.31614e-01 1.32109e-01 1.30979e-01 1.31167e-01
1.31051e-01 1.31677e-01 1.31490e-01 1.31193e-01
1.32034e-01 1.31620e-01 1.31219e-01 1.31038e-01
1.31065e-01 1.31553e-01 1.31646e-01 1.31399e-01
1.31124e-01 1.31450e-01 1.31391e-01 1.30850e-01
1.32915e-01 1.31501e-01 1.31125e-01 1.31264e-01
1.31167e-01 1.31641e-01 1.30982e-01 1.31308e-01
1.30954e-01 1.30998e-01 1.30754e-01 1.30793e-01
1.31279e-01 1.31570e-01 1.31052e-01 1.30790e-01
1.30991e-01 1.31229e-01 1.30867e-01 1.31779e-01
1.32211e-01 1.31793e-01 1.30950e-01 1.31437e-01
1.31012e-01 1.31893e-01 1.30934e-01 1.31095e-01
1.31722e-01 1.30856e-01 1.31199e-01 1.31276e-01
1.31168e-01 1.31962e-01 1.31513e-01 1.31486e-01
1.31376e-01 1.31122e-01 1.31529e-01 1.30627e-01
1.32093e-01 1.31438e-01 1.31122e-01 1.31126e-01
1.31030e-01 1.31085e-01 1.31228e-01 1.30843e-01
1.31516e-01 1.31427e-01 1.30568e-01 1.31532e-01
1.31549e-01 1.30851e-01 1.31200e-01 1.31030e-01
1.32027e-01 1.31414e-01 1.30835e-01 1.31366e-01
1.31436e-01 1.31403e-01 1.32112e-01 1.31577e-01
1.31233e-01 1.31317e-01 1.31668e-01 1.32095e-01
1.30950e-01 1.31630e-01 1.30982e-01 1.30900e-01
1.31507e-01 1.31786e-01 1.30810e-01 1.31767e-01
1.31373e-01 1.31958e-01 1.31004e-01 1.31198e-01
1.31093e-01 1.31155e-01 1.30713e-01 1.31964e-01
1.31058e-01 1.31814e-01 1.31448e-01 1.31007e-01
1.31619e-01 1.32271e-01 1.30917e-01 1.31238e-01
1.31258e-01 1.30983e-01 1.30931e-01 1.31082e-01
1.31574e-01 1.30373e-01 1.31040e-01 1.31148e-01
1.31908e-01 1.30833e-01 1.31411e-01 1.31540e-01
1.29904e-01 1.30987e-01 1.31511e-01 1.30451e-01
1.30806e-01 1.31800e-01 1.31238e-01 1.31323e-01
1.30989e-01 1.31758e-01 1.31502e-01 1.30903e-01
1.30697e-01 1.31304e-01 1.31479e-01 1.30821e-01
1.31129e-01 1.31666e-01 1.31613e-01 1.30989e-01
1.31072e-01 1.31138e-01 1.31233e-01 1.31752e-01
1.31751e-01 1.31524e-01 1.31967e-01 1.31835e-01
1.31990e-01 1.31713e-01 1.31515e-01 1.32083e-01
1.31181e-01 1.31111e-01 1.31447e-01 1.31028e-01
1.31819e-01 1.30884e-01 1.31195e-01 1.30780e-01
1.31340e-01 1.31520e-01 1.31496e-01 1.31398e-01
1.31168e-01 1.31189e-01 1.31352e-01 1.30662e-01
1.31670e-01 1.31078e-01 1.31751e-01 1.30888e-01
1.31444e-01 1.30971e-01 1.31033e-01 1.31347e-01
1.31268e-01 1.31443e-01 1.31457e-01 1.31733e-01
1.31142e-01 1.31257e-01 1.31496e-01 1.31426e-01
1.31554e-01 1.31094e-01 1.31264e-01 1.30736e-01
1.31885e-01 1.31094e-01 1.31528e-01 1.31273e-01
1.31921e-01 1.31025e-01 1.31338e-01 1.31692e-01
1.31064e-01 1.31567e-01 1.31584e-01 1.31055e-01
1.31443e-01 1.31702e-01 1.30981e-01 1.31773e-01
1.31330e-01 1.31402e-01 1.31094e-01 1.30847e-01
1.31324e-01 1.31256e-01 1.30837e-01 1.31588e-01
1.31528e-01 1.30858e-01 1.31101e-01 1.31278e-01
1.32012e-01 1.31797e-01 1.31641e-01 1.31395e-01
1.31189e-01 1.31610e-01 1.30768e-01 1.31135e-01
1.32211e-01 1.31184e-01 1.31256e-01 1.31341e-01
1.32103e-01 1.30777e-01 1.31491e-01 1.30620e-01
1.31094e-01 1.30908e-01 1.31331e-01 1.31002e-01
1.30960e-01 1.31992e-01 1.31527e-01 1.31441e-01
1.31946e-01 1.31198e-01 1.31624e-01 1.31102e-01
1.30854e-01 1.31036e-01 1.30913e-01 1.31377e-01
1.31314e-01 1.31768e-01 1.31643e-01 1.31475e-01
1.31490e-01 1.31835e-01 1.31193e-01 1.33199e-01
1.31225e-01 1.31486e-01 1.31415e-01 1.30774e-01
1.32206e-01 1.31974e-01 1.31384e-01 1.31546e-01
1.31483e-01 1.31472e-01 1.30884e-01 1.31500e-01
1.31031e-01 1.30851e-01 1.30891e-01 1.31714e-01
1.31940e-01 1.31024e-01 1.31669e-01 1.31485e-01
1.31428e-01 1.31696e-01 1.31601e-01 1.31682e-01
