,0,1,2
0,0.0,0.0,0.0
1,-0.0007851271724419169,-2.0901011644689623e-05,0.0002414624793145449
2,-0.0007851271724419169,-2.0901011644689623e-05,0.0002414624793145449
3,-0.0007858320449182576,-1.9939876580895337e-05,0.00024123639712513698
4,-0.0002970103560724813,-1.947720407340301e-05,0.00024519563898256014
5,0.0006228240600690139,-2.0139829230364507e-05,0.000247076236734926
6,0.0012798831043439231,-1.9434147810827306e-05,0.0002526786660118299
7,0.002005797845333913,-1.8844594573400745e-05,0.00025580376902341697
8,0.0029640600710416853,-1.891046942971412e-05,0.0002597344539355156
9,0.0036192301463611946,-1.8624101114899663e-05,0.0002627095240064748
10,0.004560817481405209,-1.847451501538846e-05,0.00026799711178745285
11,0.005257165128414452,-1.900808609468069e-05,0.0002684203546912941
12,0.006453139025472624,-5.841129398407291e-05,0.0010981533358970063
13,0.009103782245651719,-0.00018077554370573117,0.0036858097485683037
14,0.011286528446737496,-0.00021369202696682672,0.0045237259058986375
15,0.013951241369040501,-0.0002489751723487156,0.005494371526900213
16,0.018470208650491735,-0.00035434911306492613,0.00823155613635613
17,0.022740823529546594,-0.00041573086924241655,0.010257391377864196
18,0.027725853230439183,-0.0005957761419717532,0.015089087706740714
19,0.03540527679351712,-0.0009451417144006586,0.025171674377814156
20,0.041930769693957544,-0.0011813744668417454,0.033719603500316046
21,0.049059137261646776,-0.0014024689941517735,0.043665528076946986
22,0.05974086722654306,-0.0015439197570951977,0.05724808048478055
23,0.06903648475447732,-0.0015511689311464554,0.06913970877533068
24,0.07878029003981599,-0.0014704654290971717,0.08221062211291683
25,0.09263842078530142,-0.0012175279099271787,0.10268357805824302
26,0.10358503246393558,-0.0008372389867874031,0.11939436367560403
27,0.11530435754536059,-0.0002005204341160666,0.13667645836051598
28,0.12726164269846094,0.0005847073888578592,0.15594905996608105
29,0.14383890591068918,0.002084002320678963,0.18230952258030775
30,0.15701535387729934,0.0036652960825866963,0.20149281364397853
31,0.17038010159876613,0.0054837897602682635,0.22208283983496857
32,0.1894870958216227,0.008597735597101589,0.2510463402017695
33,0.20419452320505263,0.011351354045392514,0.27417604510680166
34,0.21883648519763665,0.014416179243121009,0.29796321525769165
35,0.23893878042572766,0.019171504422467883,0.3319235741452598
36,0.25415413955916166,0.023144753497842854,0.3603557273114757
37,0.2697025641649268,0.027691485768739397,0.38966825954185075
38,0.29110864411684145,0.03486993429044691,0.4281125501390619
39,0.3072847412565274,0.04086301309028614,0.45853213354670413
40,0.3232065734146522,0.04727096447719865,0.4898889198399799
41,0.3448852458683881,0.05705724441829291,0.5311484350720672
42,0.3613354469671365,0.06531625335568546,0.5608093789205483
43,0.3778410747130241,0.074193962509382,0.5917333431390314
44,0.3994198370902672,0.08677819512597887,0.6340393674396209
45,0.4152533607073359,0.09679340092695744,0.6662650805025271
46,0.4314961809460444,0.10790727855676839,0.6987464826728347
47,0.45312709922401806,0.12399775660159666,0.7422939531111414
48,0.46879005130602963,0.13659772824962715,0.7748292962218842
49,0.4842069694184023,0.1498485861257399,0.8078340179662143
50,0.5042497476292772,0.1684620968254841,0.8523675759863334
51,0.5190424830026625,0.18325182127460096,0.8876720385959237
52,0.5337711938098015,0.19908933354349173,0.9241151245490569
53,0.5524238676531363,0.22106571874633854,0.9703543199485214
54,0.5657734713411469,0.2382062922933397,1.0042939208481403
55,0.5785211309859337,0.25579825817116364,1.0378351904844678
56,0.59499715495017,0.28053781150154133,1.0837268293274274
57,0.6068393771842816,0.29982632453820446,1.120707507924606
58,0.6178639594440954,0.31926203559149086,1.1584628315788634
59,0.6315339486430845,0.3459596976112721,1.2103793386480401
60,0.6410458560459489,0.36703610405090403,1.2486149604713572
61,0.6497108004682854,0.38859689831039673,1.284887586264822
62,0.6599712439873769,0.4178255592551853,1.3312811752618003
63,0.6667330269928285,0.440052418371538,1.3649885905096633
64,0.6727785974035,0.4627200899797658,1.3985030356861197
65,0.6798119972544558,0.493772578261718,1.4452593467631882
66,0.6842159022472893,0.5173610447730562,1.4823046183822892
67,0.6877822800664687,0.5410969190656324,1.5204342120488838
68,0.6911574335140036,0.5729274299208523,1.5721991444357146
69,0.6926223892857414,0.5968944040021398,1.6115256145420065
70,0.69315345020682,0.6207437169859289,1.6508610712778278
71,0.6922701336173606,0.6535034336615958,1.7029060087863108
72,0.6903786072682466,0.6780402716073981,1.7388957338674638
73,0.6875079824127239,0.7028107748182871,1.7738229868048365
74,0.6823981602881831,0.7351962790972725,1.819060760995284
75,0.67753028371758,0.7596307047653708,1.8532245904197364
76,0.6718659302451958,0.7837309841652896,1.8870519222091855
77,0.6630623204324975,0.815493154886167,1.932021721912212
78,0.655534612652604,0.8390100362317251,1.9656683879571606
79,0.6472121258241188,0.86227638655345,1.9992549261186874
80,0.6345614034987043,0.8934019508968036,2.042542681325845
81,0.6239969353268018,0.9165561240804501,2.0723932241539695
82,0.6126994175019861,0.9393570202914227,2.1007624430116505
83,0.5965941828681487,0.9692128690609587,2.137002573348929
84,0.5837884785322476,0.9911903957593285,2.1633154608604506
85,0.5703924952042922,1.0128148248301816,2.189135917621855
86,0.5511760487956902,1.0416311737189343,2.221588796737581
87,0.5359538739360384,1.0629287942351757,2.2431010410890346
88,0.5202271051872062,1.08386271186152,2.2630030868972972
89,0.4985921513710772,1.1112250781928759,2.28790792085053
90,0.4816845390387468,1.131628133530314,2.306020774904187
91,0.46450202474927993,1.151520810659257,2.322444921924377
92,0.4404147420400856,1.1781306846345843,2.3406395657087278
93,0.42198598006689153,1.197746183813847,2.352214820072902
94,0.40330509976459394,1.21711966687006,2.3627232738797077
95,0.3774799166494402,1.2430853409057476,2.373957853534011
96,0.3576937188863196,1.262440144452868,2.3792330074537915
97,0.3377686476596947,1.2816380011471973,2.3827424235859964
98,0.31105781732092475,1.307087078444679,2.385657010396903
99,0.290972312982854,1.3260884063245217,2.386996201695911
100,0.270856954184023,1.345042746513692,2.3878743407293377
101,0.24420789734108503,1.3700364740804682,2.3877116231456443
102,0.2244472829693125,1.3884677741834295,2.385434118631802
103,0.20475380086423361,1.4068195349562633,2.3811334068079764
104,0.17791893278634396,1.4319175062320904,2.3718452052282744
105,0.158410938759538,1.4503533331936622,2.362619664195267
106,0.13902144794014004,1.4690346465453752,2.353648622395042
107,0.1137087769780077,1.49389855652109,2.341224979041934
108,0.0951462373672593,1.512430699776219,2.330146781364569
