1.13638e-02 5.70943e-01
3.00000e-01 1.99651e+00
3.00000e-01 2.76830e+00
3.00000e-01 3.24896e+00
2.46443e-01 3.50921e+00
9.80916e-02 3.64214e+00
-4.49243e-02 3.68837e+00
-1.27951e-01 3.64229e+00
-1.46467e-01 3.52676e+00
-1.28794e-01 3.37576e+00
-9.96911e-02 3.21061e+00
-7.19704e-02 3.04078e+00
-5.01161e-02 2.87076e+00
-3.48183e-02 2.70312e+00
-2.47632e-02 2.53998e+00
-1.84053e-02 2.38296e+00
-1.44353e-02 2.23310e+00
-1.17902e-02 2.09137e+00
-1.02559e-02 1.95756e+00
-9.14235e-03 1.83156e+00
-8.23706e-03 1.71283e+00
-7.41304e-03 1.60129e+00
-6.58388e-03 1.49669e+00
-5.68842e-03 1.39876e+00
-4.68721e-03 1.30718e+00
-3.54206e-03 1.22158e+00
-2.22039e-03 1.14161e+00
-7.02135e-04 1.06697e+00
1.02764e-03 9.97314e-01
2.98530e-03 9.32342e-01
5.17281e-03 8.71756e-01
7.57684e-03 8.15321e-01
1.01890e-02 7.62730e-01
1.29853e-02 7.13746e-01
1.59184e-02 6.68161e-01
1.89322e-02 6.25817e-01
2.19811e-02 5.86415e-01
2.49986e-02 5.49786e-01
2.78951e-02 5.15792e-01
3.05947e-02 4.84273e-01
3.30428e-02 4.55033e-01
3.51832e-02 4.27917e-01
3.69804e-02 4.02877e-01
3.84729e-02 3.79643e-01
3.97064e-02 3.58107e-01
4.07084e-02 3.38221e-01
4.15184e-02 3.19839e-01
4.21744e-02 3.02845e-01
4.27019e-02 2.87156e-01
4.31227e-02 2.72769e-01
4.34611e-02 2.59462e-01
4.37359e-02 2.47148e-01
4.39521e-02 2.35839e-01
4.41227e-02 2.25428e-01
4.42608e-02 2.15822e-01
4.43704e-02 2.06973e-01
4.44603e-02 1.98982e-01
4.45354e-02 1.91566e-01
4.46031e-02 1.84673e-01
4.46552e-02 1.78364e-01
4.46989e-02 1.72745e-01
4.47424e-02 1.67496e-01
4.47881e-02 1.62584e-01
4.48225e-02 1.58167e-01
4.48486e-02 1.54183e-01
4.48871e-02 1.50507e-01
4.49256e-02 1.47049e-01
4.49596e-02 1.44087e-01
4.49848e-02 1.41353e-01
4.50070e-02 1.38758e-01
4.50279e-02 1.36421e-01
4.50664e-02 1.34664e-01
4.50923e-02 1.32899e-01
4.51173e-02 1.31124e-01
4.51382e-02 1.29608e-01
4.51576e-02 1.28381e-01
4.51855e-02 1.27272e-01
4.52088e-02 1.26157e-01
4.52354e-02 1.25354e-01
4.52528e-02 1.24642e-01
4.52640e-02 1.23910e-01
4.52785e-02 1.23301e-01
4.53219e-02 1.23208e-01
4.53449e-02 1.22971e-01
4.53571e-02 1.22543e-01
4.53675e-02 1.22259e-01
4.54060e-02 1.22478e-01
4.54336e-02 1.22503e-01
4.54513e-02 1.22265e-01
4.54565e-02 1.22139e-01
4.55220e-02 1.22893e-01
4.55362e-02 1.23150e-01
4.55350e-02 1.23005e-01
4.55272e-02 1.22939e-01
4.55584e-02 1.23423e-01
4.55633e-02 1.23798e-01
4.55663e-02 1.24006e-01
4.55656e-02 1.24163e-01
4.56073e-02 1.24883e-01
4.56258e-02 1.25450e-01
4.56188e-02 1.25687e-01
4.56104e-02 1.25983e-01
4.56704e-02 1.27057e-01
4.56959e-02 1.27756e-01
4.56915e-02 1.27968e-01
4.56752e-02 1.28197e-01
4.57463e-02 1.29398e-01
4.57598e-02 1.30156e-01
4.57354e-02 1.30390e-01
4.57110e-02 1.30645e-01
4.57672e-02 1.31745e-01
4.57784e-02 1.32515e-01
4.57535e-02 1.32793e-01
4.57348e-02 1.33073e-01
4.57640e-02 1.33877e-01
4.57753e-02 1.34620e-01
4.57942e-02 1.35238e-01
4.57868e-02 1.35617e-01
4.58051e-02 1.36394e-01
4.58406e-02 1.37173e-01
4.58498e-02 1.37632e-01
4.58436e-02 1.38171e-01
4.58584e-02 1.38912e-01
4.58554e-02 1.39432e-01
4.58475e-02 1.39920e-01
4.59705e-02 1.41715e-01
4.60075e-02 1.42773e-01
4.59767e-02 1.43052e-01
4.59300e-02 1.43234e-01
4.58960e-02 1.43670e-01
4.59188e-02 1.44269e-01
4.59405e-02 1.44702e-01
4.59165e-02 1.45038e-01
4.59225e-02 1.45759e-01
4.60174e-02 1.46816e-01
4.60341e-02 1.47194e-01
4.59625e-02 1.47255e-01
4.59661e-02 1.47819e-01
4.60560e-02 1.48815e-01
4.60467e-02 1.49226e-01
4.58500e-02 1.48786e-01
4.59463e-02 1.49499e-01
4.60256e-02 1.49961e-01
4.54946e-02 1.47042e-01
4.58095e-02 1.48145e-01
4.59299e-02 1.48270e-01
