1.30000e+00 -1.60000e-01 4.03403e-32 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1.50000e+00
1.32516e+00 4.43490e-02 8.33272e-02 -3.20000e-03 7.50812e-34 8.06812e-34 2.60000e-02 2.60000e-02 1.49680e+00
1.41155e+00 1.98766e-01 6.13629e-01 -2.31302e-03 1.66654e-03 1.66654e-03 5.25031e-02 5.25031e-02 1.49769e+00
1.54855e+00 1.91123e-01 9.76535e-01 1.70934e-03 1.39391e-02 1.39391e-02 8.07276e-02 8.07276e-02 1.50171e+00
1.68891e+00 7.12577e-02 9.03499e-01 5.96311e-03 3.34698e-02 3.34698e-02 1.11642e-01 1.11642e-01 1.50596e+00
1.75449e+00 -2.18129e-01 9.56410e-02 8.51781e-03 5.15398e-02 5.15398e-02 1.45354e-01 1.45354e-01 1.50852e+00
1.86368e+00 -2.04204e-01 -3.66826e-01 5.96875e-03 5.34526e-02 5.34526e-02 1.80622e-01 1.80622e-01 1.50597e+00
1.92559e+00 1.62827e-01 2.74482e-01 3.88192e-03 4.61161e-02 4.61161e-02 2.18060e-01 2.18060e-01 1.50388e+00
2.03062e+00 2.38557e-01 7.71360e-01 8.91038e-03 5.16058e-02 5.16058e-02 2.56381e-01 2.56381e-01 1.50891e+00
2.14179e+00 1.98010e-01 1.01821e+00 1.57701e-02 6.70330e-02 6.70330e-02 2.96693e-01 2.96693e-01 1.51577e+00
2.18727e+00 -1.74289e-01 2.42767e-01 2.25906e-02 8.73972e-02 8.73972e-02 3.39168e-01 3.39168e-01 1.52259e+00
2.25440e+00 -2.76951e-01 -3.74182e-01 2.29365e-02 9.22526e-02 9.22526e-02 3.83050e-01 3.83050e-01 1.52294e+00
2.33580e+00 -2.89725e-01 -8.52767e-01 2.15746e-02 8.47689e-02 8.47689e-02 4.28457e-01 4.28457e-01 1.52157e+00
2.40638e+00 -1.27075e-01 -8.19927e-01 1.97563e-02 6.77136e-02 6.77136e-02 4.75496e-01 4.75496e-01 1.51976e+00
2.44975e+00 1.30508e-01 -2.59821e-01 2.04770e-02 5.13151e-02 5.13151e-02 5.23685e-01 5.23685e-01 1.52048e+00
2.50340e+00 2.48325e-01 2.87901e-01 2.55968e-02 4.61186e-02 4.61186e-02 5.72482e-01 5.72482e-01 1.52560e+00
2.56006e+00 2.04546e-01 5.37004e-01 3.28663e-02 5.18767e-02 5.18767e-02 6.22267e-01 6.22267e-01 1.53287e+00
2.60080e+00 7.01123e-02 4.51673e-01 3.96067e-02 6.26167e-02 6.26167e-02 6.73188e-01 6.73188e-01 1.53961e+00
2.62934e+00 -6.89517e-02 1.54272e-01 4.42611e-02 7.16502e-02 7.16502e-02 7.25014e-01 7.25014e-01 1.54426e+00
2.65848e+00 -1.40011e-01 -1.49336e-01 4.66502e-02 7.47356e-02 7.47356e-02 7.77564e-01 7.77564e-01 1.54665e+00
2.68936e+00 -1.36713e-01 -3.39606e-01 4.78278e-02 7.17489e-02 7.17489e-02 8.30795e-01 8.30795e-01 1.54783e+00
2.71786e+00 -9.05319e-02 -3.99147e-01 4.89564e-02 6.49568e-02 6.49568e-02 8.84639e-01 8.84639e-01 1.54896e+00
2.74266e+00 -3.52241e-02 -3.64864e-01 5.06780e-02 5.69739e-02 5.69739e-02 9.38999e-01 9.38999e-01 1.55068e+00
2.76454e+00 6.99836e-03 -2.89067e-01 5.30981e-02 4.96766e-02 4.96766e-02 9.93804e-01 9.93804e-01 1.55310e+00
2.78436e+00 2.90456e-02 -2.11716e-01 5.59835e-02 4.38952e-02 4.38952e-02 1.04902e+00 1.04902e+00 1.55598e+00
2.80243e+00 3.44537e-02 -1.51736e-01 5.90074e-02 3.96609e-02 3.96609e-02 1.10463e+00 1.10463e+00 1.55901e+00
2.81888e+00 3.04251e-02 -1.12071e-01 6.19183e-02 3.66262e-02 3.66262e-02 1.16060e+00 1.16060e+00 1.56192e+00
2.83376e+00 2.30934e-02 -8.83078e-02 6.45909e-02 3.43848e-02 3.43848e-02 1.21692e+00 1.21692e+00 1.56459e+00
2.84724e+00 1.64217e-02 -7.35777e-02 6.70008e-02 3.26186e-02 3.26186e-02 1.27355e+00 1.27355e+00 1.56700e+00
2.85948e+00 1.21407e-02 -6.18811e-02 6.91862e-02 3.11471e-02 3.11471e-02 1.33045e+00 1.33045e+00 1.56919e+00
2.87060e+00 1.03630e-02 -4.94709e-02 7.12099e-02 2.99094e-02 2.99094e-02 1.38761e+00 1.38761e+00 1.57121e+00
2.88070e+00 1.05506e-02 -3.43490e-02 7.31340e-02 2.89200e-02 2.89200e-02 1.44499e+00 1.44499e+00 1.57313e+00
2.88990e+00 1.20885e-02 -1.55227e-02 7.50109e-02 2.82330e-02 2.82330e-02 1.50257e+00 1.50257e+00 1.57501e+00
2.89834e+00 1.45147e-02 7.56055e-03 7.68841e-02 2.79226e-02 2.79226e-02 1.56034e+00 1.56034e+00 1.57688e+00
2.90606e+00 1.71096e-02 3.41089e-02 7.87927e-02 2.80738e-02 2.80738e-02 1.61827e+00 1.61827e+00 1.57879e+00
2.91312e+00 1.95471e-02 6.34542e-02 8.07662e-02 2.87560e-02 2.87560e-02 1.67636e+00 1.67636e+00 1.58077e+00
2.91960e+00 2.17781e-02 9.52621e-02 8.28322e-02 3.00251e-02 3.00251e-02 1.73459e+00 1.73459e+00 1.58283e+00
2.92560e+00 2.37097e-02 1.29018e-01 8.50205e-02 3.19303e-02 3.19303e-02 1.79294e+00 1.79294e+00 1.58502e+00
2.93131e+00 2.55821e-02 1.65006e-01 8.73624e-02 3.45107e-02 3.45107e-02 1.85141e+00 1.85141e+00 1.58736e+00
2.93661e+00 2.63753e-02 2.00366e-01 8.98966e-02 3.78108e-02 3.78108e-02 1.90998e+00 1.90998e+00 1.58990e+00
2.94150e+00 2.63823e-02 2.34508e-01 9.26439e-02 4.18181e-02 4.18181e-02 1.96865e+00 1.96865e+00 1.59264e+00
2.94605e+00 2.58864e-02 2.67208e-01 9.56305e-02 4.65083e-02 4.65083e-02 2.02741e+00 2.02741e+00 1.59563e+00
2.95032e+00 2.50499e-02 2.98284e-01 9.88870e-02 4.14098e-02 5.18524e-02 2.08724e+00 2.08624e+00 1.59889e+00
2.95445e+00 2.41188e-02 3.27998e-01 1.01830e-01 3.69087e-02 5.78181e-02 2.14721e+00 2.14514e+00 1.60245e+00
2.95825e+00 2.21646e-02 3.53702e-01 1.04493e-01 3.29794e-02 6.43781e-02 2.20731e+00 2.20411e+00 1.60634e+00
2.96171e+00 1.99471e-02 3.76168e-01 1.06887e-01 2.95437e-02 7.14521e-02 2.26753e+00 2.26312e+00 1.61059e+00
2.96490e+00 1.79062e-02 3.96281e-01 1.09035e-01 2.65389e-02 7.89755e-02 2.32785e+00 2.32217e+00 1.61522e+00
2.96800e+00 1.64085e-02 4.15298e-01 1.10967e-01 2.39197e-02 8.69011e-02 2.38827e+00 2.38126e+00 1.62025e+00
2.97086e+00 1.44689e-02 4.31238e-01 1.12715e-01 2.16652e-02 9.52070e-02 2.44877e+00 2.44037e+00 1.62573e+00
2.97343e+00 1.24014e-02 4.44394e-01 1.14291e-01 1.97152e-02 1.03832e-01 2.50936e+00 2.49949e+00 1.63167e+00
2.97579e+00 1.07630e-02 4.56131e-01 1.15711e-01 1.80155e-02 1.12720e-01 2.57002e+00 2.55861e+00 1.63808e+00
2.97807e+00 9.64664e-03 4.67270e-01 1.16999e-01 1.65390e-02 1.21842e-01 2.63075e+00 2.61772e+00 1.64499e+00
2.98017e+00 8.29749e-03 4.76420e-01 1.18177e-01 1.52743e-02 1.31188e-01 2.69154e+00 2.67682e+00 1.65242e+00
2.98206e+00 6.89122e-03 4.83758e-01 1.19253e-01 1.41826e-02 1.40716e-01 2.75239e+00 2.73589e+00 1.66038e+00
2.98381e+00 5.82005e-03 4.90284e-01 1.20237e-01 1.32285e-02 1.50391e-01 2.81329e+00 2.79492e+00 1.66888e+00
2.98553e+00 5.24886e-03 4.96884e-01 1.21142e-01 1.23967e-02 1.60197e-01 2.87424e+00 2.85391e+00 1.67794e+00
2.98716e+00 4.51209e-03 5.02381e-01 1.21988e-01 1.16888e-02 1.70135e-01 2.93524e+00 2.91284e+00 1.68756e+00
2.98862e+00 3.57643e-03 5.06466e-01 1.22776e-01 1.10834e-02 1.80182e-01 2.99627e+00 2.97170e+00 1.69777e+00
2.98996e+00 2.81837e-03 5.09906e-01 1.23510e-01 1.05528e-02 1.90312e-01 3.05735e+00 3.03049e+00 1.70855e+00
2.99123e+00 2.37512e-03 5.13305e-01 1.24198e-01 1.00848e-02 2.00510e-01 3.11846e+00 3.08920e+00 1.71992e+00
2.99258e+00 2.34251e-03 5.17333e-01 1.24848e-01 9.67878e-03 2.10776e-01 3.17961e+00 3.14782e+00 1.73188e+00
2.99390e+00 1.99869e-03 5.20545e-01 1.25475e-01 9.34723e-03 2.21122e-01 3.24079e+00 3.20634e+00 1.74445e+00
2.99508e+00 1.31662e-03 5.22462e-01 1.26074e-01 9.07399e-03 2.31533e-01 3.30201e+00 3.26475e+00 1.75762e+00
2.99614e+00 7.52163e-04 5.23886e-01 1.26644e-01 8.83368e-03 2.41983e-01 3.36325e+00 3.32305e+00 1.77139e+00
2.99715e+00 5.05582e-04 5.25516e-01 1.27188e-01 8.61697e-03 2.52460e-01 3.42453e+00 3.38122e+00 1.78576e+00
2.99823e+00 6.24715e-04 5.27893e-01 1.27715e-01 8.42818e-03 2.62971e-01 3.48583e+00 3.43926e+00 1.80075e+00
2.99941e+00 6.28459e-04 5.30176e-01 1.28233e-01 8.28204e-03 2.73528e-01 3.54716e+00 3.49716e+00 1.81635e+00
3.00048e+00 1.51049e-04 5.31215e-01 1.28742e-01 8.17635e-03 2.84132e-01 3.60852e+00 3.55491e+00 1.83256e+00
3.00141e+00 -3.40970e-04 5.31659e-01 1.29236e-01 8.08659e-03 2.94756e-01 3.66991e+00 3.61252e+00 1.84939e+00
3.00230e+00 -4.92351e-04 5.32458e-01 1.29715e-01 8.00144e-03 3.05389e-01 3.73132e+00 3.66996e+00 1.86682e+00
3.00324e+00 -3.12927e-04 5.34025e-01 1.30185e-01 7.92819e-03 3.16039e-01 3.79275e+00 3.72723e+00 1.88486e+00
3.00430e+00 -2.58248e-04 5.35541e-01 1.30655e-01 7.88198e-03 3.26719e-01 3.85421e+00 3.78432e+00 1.90353e+00
3.00530e+00 -5.75444e-04 5.36172e-01 1.31124e-01 7.86142e-03 3.37430e-01 3.91570e+00 3.84123e+00 1.92281e+00
3.00616e+00 -9.37129e-04 5.36331e-01 1.31585e-01 7.84902e-03 3.48153e-01 3.97721e+00 3.89795e+00 1.94269e+00
3.00699e+00 -1.01318e-03 5.36859e-01 1.32038e-01 7.83579e-03 3.58880e-01 4.03875e+00 3.95447e+00 1.96319e+00
3.00789e+00 -8.21911e-04 5.38073e-01 1.32489e-01 7.82930e-03 3.69617e-01 4.10030e+00 4.01079e+00 1.98429e+00
3.00887e+00 -7.76423e-04 5.39192e-01 1.32943e-01 7.84304e-03 3.80379e-01 4.16188e+00 4.06689e+00 2.00601e+00
3.00984e+00 -9.79074e-04 5.39750e-01 1.33400e-01 7.87475e-03 3.91163e-01 4.22349e+00 4.12277e+00 2.02834e+00
3.01074e+00 -1.23629e-03 5.39955e-01 1.33854e-01 7.91328e-03 4.01958e-01 4.28512e+00 4.17843e+00 2.05127e+00
3.01158e+00 -1.39211e-03 5.40160e-01 1.34306e-01 7.95184e-03 4.12757e-01 4.34677e+00 4.23385e+00 2.07480e+00
3.01244e+00 -1.39980e-03 5.40623e-01 1.34757e-01 7.99059e-03 4.23560e-01 4.40845e+00 4.28904e+00 2.09894e+00
3.01335e+00 -1.37571e-03 5.41215e-01 1.35210e-01 8.03467e-03 4.34372e-01 4.47014e+00 4.34397e+00 2.12368e+00
3.01430e+00 -1.46806e-03 5.41575e-01 1.35667e-01 8.08650e-03 4.45197e-01 4.53187e+00 4.39866e+00 2.14901e+00
3.01527e+00 -1.65662e-03 5.41610e-01 1.36125e-01 8.14124e-03 4.56028e-01 4.59361e+00 4.45308e+00 2.17495e+00
3.01624e+00 -1.84145e-03 5.41469e-01 1.36583e-01 8.19231e-03 4.66860e-01 4.65538e+00 4.50724e+00 2.20148e+00
3.01719e+00 -1.97987e-03 5.41274e-01 1.37040e-01 8.23624e-03 4.77690e-01 4.71718e+00 4.56112e+00 2.22860e+00
3.01813e+00 -2.05712e-03 5.41125e-01 1.37498e-01 8.27198e-03 4.88515e-01 4.77900e+00 4.61473e+00 2.25630e+00
3.01906e+00 -2.07055e-03 5.41107e-01 1.37956e-01 8.30048e-03 4.99338e-01 4.84085e+00 4.66805e+00 2.28460e+00
3.01998e+00 -2.04049e-03 5.41247e-01 1.38416e-01 8.32442e-03 5.10160e-01 4.90271e+00 4.72108e+00 2.31347e+00
3.02089e+00 -1.99464e-03 5.41524e-01 1.38878e-01 8.34698e-03 5.20985e-01 4.96461e+00 4.77381e+00 2.34293e+00
3.02180e+00 -1.95099e-03 5.41910e-01 1.39342e-01 8.37094e-03 5.31815e-01 5.02652e+00 4.82623e+00 2.37297e+00
3.02270e+00 -1.91826e-03 5.42378e-01 1.39809e-01 8.39847e-03 5.42653e-01 5.08847e+00 4.87834e+00 2.40358e+00
3.02361e+00 -1.89939e-03 5.42907e-01 1.40278e-01 8.43123e-03 5.53501e-01 5.15043e+00 4.93013e+00 2.43477e+00
3.02452e+00 -1.89433e-03 5.43478e-01 1.40750e-01 8.47041e-03 5.64359e-01 5.21242e+00 4.98159e+00 2.46652e+00
3.02543e+00 -1.90181e-03 5.44079e-01 1.41225e-01 8.51686e-03 5.75229e-01 5.27443e+00 5.03272e+00 2.49885e+00
3.02634e+00 -1.92020e-03 5.44698e-01 1.41702e-01 8.57116e-03 5.86110e-01 5.33647e+00 5.08351e+00 2.53173e+00
3.02727e+00 -1.94796e-03 5.45325e-01 1.42182e-01 8.63363e-03 5.97004e-01 5.39853e+00 5.13396e+00 2.56518e+00
3.02819e+00 -1.98369e-03 5.45954e-01 1.42666e-01 8.70443e-03 6.07911e-01 5.46061e+00 5.18405e+00 2.59918e+00
3.02913e+00 -2.02619e-03 5.46578e-01 1.43154e-01 8.78355e-03 6.18830e-01 5.52272e+00 5.23379e+00 2.63374e+00
3.03008e+00 -2.07440e-03 5.47191e-01 1.43645e-01 8.87084e-03 6.29761e-01 5.58485e+00 5.28316e+00 2.66885e+00
3.03103e+00 -2.12739e-03 5.47789e-01 1.44141e-01 8.96606e-03 6.40705e-01 5.64701e+00 5.33216e+00 2.70451e+00
3.03200e+00 -2.18432e-03 5.48370e-01 1.44642e-01 9.06887e-03 6.51661e-01 5.70919e+00 5.38078e+00 2.74071e+00
3.03298e+00 -2.24446e-03 5.48931e-01 1.45149e-01 9.17887e-03 6.62628e-01 5.77140e+00 5.42902e+00 2.77746e+00
3.03397e+00 -2.30718e-03 5.49470e-01 1.45661e-01 9.29560e-03 6.73607e-01 5.83363e+00 5.47687e+00 2.81474e+00
3.03497e+00 -2.37191e-03 5.49986e-01 1.46178e-01 9.41858e-03 6.84596e-01 5.89589e+00 5.52433e+00 2.85256e+00
3.03599e+00 -2.43816e-03 5.50479e-01 1.46703e-01 9.54728e-03 6.95596e-01 5.95818e+00 5.57138e+00 2.89090e+00
3.03702e+00 -2.50552e-03 5.50949e-01 1.47234e-01 9.68120e-03 7.06606e-01 6.02049e+00 5.61803e+00 2.92978e+00
3.03807e+00 -2.57365e-03 5.51396e-01 1.47772e-01 9.81980e-03 7.17625e-01 6.08283e+00 5.66426e+00 2.96917e+00
3.03912e+00 -2.64228e-03 5.51820e-01 1.48317e-01 9.96255e-03 7.28653e-01 6.14520e+00 5.71006e+00 3.00909e+00
3.04020e+00 -2.71119e-03 5.52223e-01 1.48869e-01 1.01090e-02 7.39689e-01 6.20760e+00 5.75545e+00 3.04953e+00
3.04128e+00 -2.78021e-03 5.52606e-01 1.49430e-01 1.02585e-02 7.50734e-01 6.27002e+00 5.80040e+00 3.09047e+00
3.04239e+00 -2.84924e-03 5.52968e-01 1.49998e-01 1.04107e-02 7.61786e-01 6.33247e+00 5.84491e+00 3.13192e+00
3.04350e+00 -2.91820e-03 5.53313e-01 1.50575e-01 1.05651e-02 7.72845e-01 6.39495e+00 5.88898e+00 3.17388e+00
3.04464e+00 -2.98704e-03 5.53639e-01 1.51159e-01 1.07213e-02 7.83911e-01 6.45746e+00 5.93260e+00 3.21634e+00
3.04578e+00 -3.05573e-03 5.53950e-01 1.51753e-01 1.08789e-02 7.94984e-01 6.52000e+00 5.97576e+00 3.25929e+00
3.04695e+00 -3.12428e-03 5.54245e-01 1.52354e-01 1.10373e-02 8.06063e-01 6.58257e+00 6.01847e+00 3.30273e+00
3.04812e+00 -3.19268e-03 5.54527e-01 1.52964e-01 1.11964e-02 8.17148e-01 6.64517e+00 6.06070e+00 3.34666e+00
3.04931e+00 -3.26097e-03 5.54795e-01 1.53583e-01 1.13557e-02 8.28238e-01 6.70780e+00 6.10247e+00 3.39107e+00
3.05052e+00 -3.32917e-03 5.55051e-01 1.54210e-01 1.15149e-02 8.39334e-01 6.77047e+00 6.14375e+00 3.43596e+00
3.05174e+00 -3.39728e-03 5.55296e-01 1.54846e-01 1.16736e-02 8.50435e-01 6.83316e+00 6.18455e+00 3.48132e+00
3.05298e+00 -3.46535e-03 5.55531e-01 1.55491e-01 1.18317e-02 8.61541e-01 6.89589e+00 6.22487e+00 3.52714e+00
3.05423e+00 -3.53339e-03 5.55756e-01 1.56144e-01 1.19887e-02 8.72652e-01 6.95865e+00 6.26469e+00 3.57343e+00
3.05549e+00 -3.60142e-03 5.55973e-01 1.56805e-01 1.21445e-02 8.83767e-01 7.02144e+00 6.30400e+00 3.62018e+00
3.05677e+00 -3.66944e-03 5.56183e-01 1.57476e-01 1.22989e-02 8.94887e-01 7.08426e+00 6.34282e+00 3.66738e+00
3.05806e+00 -3.73746e-03 5.56386e-01 1.58154e-01 1.24515e-02 9.06010e-01 7.14712e+00 6.38112e+00 3.71503e+00
3.05937e+00 -3.80549e-03 5.56583e-01 1.58841e-01 1.26022e-02 9.17138e-01 7.21002e+00 6.41891e+00 3.76312e+00
3.06069e+00 -3.87353e-03 5.56775e-01 1.59536e-01 1.27509e-02 9.28270e-01 7.27295e+00 6.45618e+00 3.81165e+00
3.06202e+00 -3.94157e-03 5.56963e-01 1.60239e-01 1.28973e-02 9.39405e-01 7.33591e+00 6.49292e+00 3.86061e+00
3.06336e+00 -4.00962e-03 5.57148e-01 1.60950e-01 1.30413e-02 9.50544e-01 7.39891e+00 6.52913e+00 3.90999e+00
3.06472e+00 -4.07767e-03 5.57331e-01 1.61669e-01 1.31828e-02 9.61687e-01 7.46194e+00 6.56481e+00 3.95980e+00
3.06609e+00 -4.14573e-03 5.57512e-01 1.62395e-01 1.33217e-02 9.72834e-01 7.52501e+00 6.59995e+00 4.01003e+00
3.06747e+00 -4.21380e-03 5.57692e-01 1.63129e-01 1.34578e-02 9.83984e-01 7.58812e+00 6.63454e+00 4.06066e+00
3.06886e+00 -4.28190e-03 5.57872e-01 1.63870e-01 1.35912e-02 9.95138e-01 7.65126e+00 6.66858e+00 4.11170e+00
3.07027e+00 -4.35004e-03 5.58053e-01 1.64619e-01 1.37217e-02 1.00630e+00 7.71444e+00 6.70206e+00 4.16314e+00
3.07168e+00 -4.41825e-03 5.58235e-01 1.65375e-01 1.38492e-02 1.01746e+00 7.77766e+00 6.73499e+00 4.21497e+00
3.07311e+00 -4.48657e-03 5.58419e-01 1.66137e-01 1.39739e-02 1.02862e+00 7.84091e+00 6.76735e+00 4.26719e+00
3.07455e+00 -4.55505e-03 5.58606e-01 1.66906e-01 1.40956e-02 1.03979e+00 7.90420e+00 6.79914e+00 4.31979e+00
3.07600e+00 -4.62373e-03 5.58796e-01 1.67682e-01 1.42144e-02 1.05096e+00 7.96753e+00 6.83036e+00 4.37277e+00
3.07746e+00 -4.69269e-03 5.58989e-01 1.68464e-01 1.43302e-02 1.06214e+00 8.03090e+00 6.86099e+00 4.42612e+00
3.07893e+00 -4.76199e-03 5.59186e-01 1.69252e-01 1.44432e-02 1.07332e+00 8.09431e+00 6.89105e+00 4.47983e+00
3.08041e+00 -4.83169e-03 5.59387e-01 1.70046e-01 1.45532e-02 1.08450e+00 8.15776e+00 6.92052e+00 4.53390e+00
3.08190e+00 -4.90187e-03 5.59591e-01 1.70846e-01 1.46603e-02 1.09569e+00 8.22125e+00 6.94940e+00 4.58832e+00
3.08340e+00 -4.97261e-03 5.59799e-01 1.71651e-01 1.47645e-02 1.10688e+00 8.28477e+00 6.97768e+00 4.64309e+00
3.08491e+00 -5.04395e-03 5.60011e-01 1.72462e-01 1.48660e-02 1.11808e+00 8.34834e+00 7.00536e+00 4.69819e+00
3.08643e+00 -5.11598e-03 5.60227e-01 1.73279e-01 1.49646e-02 1.12928e+00 8.41195e+00 7.03244e+00 4.75363e+00
3.08796e+00 -5.18874e-03 5.60446e-01 1.74100e-01 1.50604e-02 1.14048e+00 8.47560e+00 7.05891e+00 4.80940e+00
