-1.22482e-02 7.13109e-01
-3.00000e-01 2.43153e+00
-3.00000e-01 3.10033e+00
3.00000e-01 3.40483e+00
3.00000e-01 3.58808e+00
-2.91803e-01 3.61649e+00
-2.96100e-01 3.71245e+00
1.14755e-01 3.48857e+00
2.62716e-01 3.25494e+00
1.26232e-01 3.00770e+00
-3.65542e-02 2.81620e+00
-1.06420e-01 2.63562e+00
-7.16681e-02 2.44891e+00
-1.13248e-02 2.26640e+00
2.34327e-02 2.09022e+00
2.92763e-02 1.92282e+00
2.18045e-02 1.76760e+00
1.29182e-02 1.62526e+00
7.10244e-03 1.49469e+00
4.53914e-03 1.37456e+00
4.08047e-03 1.26388e+00
4.71624e-03 1.16187e+00
5.92852e-03 1.06790e+00
5.43190e-03 9.84195e-01
6.73813e-03 9.06712e-01
8.92984e-03 8.34723e-01
1.17095e-02 7.68114e-01
1.50791e-02 7.06678e-01
1.90279e-02 6.50171e-01
2.34818e-02 5.98330e-01
2.82903e-02 5.50893e-01
3.32240e-02 5.07599e-01
3.79823e-02 4.68191e-01
4.22166e-02 4.32410e-01
4.55818e-02 3.99985e-01
4.78450e-02 3.70612e-01
4.91764e-02 3.43899e-01
4.98388e-02 3.19562e-01
5.00578e-02 2.97368e-01
5.00014e-02 2.77120e-01
4.97875e-02 2.58642e-01
4.94950e-02 2.41775e-01
4.91753e-02 2.26379e-01
4.88600e-02 2.12324e-01
4.85672e-02 1.99493e-01
4.83060e-02 1.87779e-01
4.80797e-02 1.77086e-01
4.78881e-02 1.67325e-01
4.77286e-02 1.58415e-01
4.75977e-02 1.50282e-01
4.74915e-02 1.42857e-01
4.74060e-02 1.36080e-01
4.73376e-02 1.29894e-01
4.72830e-02 1.24246e-01
4.72394e-02 1.19091e-01
4.72044e-02 1.14385e-01
4.71762e-02 1.10089e-01
4.71532e-02 1.06167e-01
4.71342e-02 1.02586e-01
4.71182e-02 9.93173e-02
4.71045e-02 9.63330e-02
4.70926e-02 9.36084e-02
4.70821e-02 9.11209e-02
4.70727e-02 8.88499e-02
4.70642e-02 8.67764e-02
4.70565e-02 8.48834e-02
4.70494e-02 8.31551e-02
4.70428e-02 8.15771e-02
4.70368e-02 8.01364e-02
4.70313e-02 7.88210e-02
4.70262e-02 7.76200e-02
4.70216e-02 7.65235e-02
4.70174e-02 7.55224e-02
4.70135e-02 7.46082e-02
4.70100e-02 7.37736e-02
4.70069e-02 7.30115e-02
4.70041e-02 7.23156e-02
4.70016e-02 7.16802e-02
4.69993e-02 7.11000e-02
4.69973e-02 7.05701e-02
4.69956e-02 7.00863e-02
4.69941e-02 6.96444e-02
4.69928e-02 6.92408e-02
4.69917e-02 6.88722e-02
4.69908e-02 6.85356e-02
4.69900e-02 6.82281e-02
4.69893e-02 6.79472e-02
4.69888e-02 6.76906e-02
4.69885e-02 6.74561e-02
4.69882e-02 6.72419e-02
4.69880e-02 6.70462e-02
4.69879e-02 6.68673e-02
4.69879e-02 6.67038e-02
4.69880e-02 6.65544e-02
4.69882e-02 6.64177e-02
4.69884e-02 6.62928e-02
4.69887e-02 6.61786e-02
4.69890e-02 6.60741e-02
4.69897e-02 6.59848e-02
4.69922e-02 6.59090e-02
4.69972e-02 6.58455e-02
4.70042e-02 6.57946e-02
4.70118e-02 6.57532e-02
4.70190e-02 6.57139e-02
4.70250e-02 6.56671e-02
4.70288e-02 6.56033e-02
4.70295e-02 6.55168e-02
4.70255e-02 6.54068e-02
4.70155e-02 6.52785e-02
